5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,18.48894,18.49899,19.0,20.0,21.0,22.0,22.45086,22.46305,23.0,24.0,25.0,26.0,26.41277,26.42712,27.0,28.0,29.0,30.0,30.37469,30.39119,31.0,32.0,33.0,34.0,34.3366,34.35526,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0,91.0,92.0,93.0,94.0,95.0,96.0,97.0,98.0,99.0,100.0
113.7614,115.6484,117.9605,120.7453,124.064,127.9949,132.6385,138.1252,144.6256,152.3666,161.6552,172.9165,186.7548,204.0574,214.1621,214.3831,226.1803,255.2995,295.1315,352.5595,387.5235,388.5747,441.7905,596.8437,915.9812,1628.889,1831.853,1831.492,1465.211,799.094,513.73,371.3858,335.3873,333.9496,287.8511,233.3283,195.0856,166.8481,158.9436,158.5251,145.1837,128.0625,114.2095,102.7838,93.20944,85.07832,78.09364,72.03432,66.73238,62.05794,57.90899,54.20436,50.87861,47.87846,45.16007,42.68703,40.42891,38.36003,36.45859,34.70597,33.08619,31.58542,30.19167,28.89448,27.68467,26.55419,25.49592,24.50354,23.57145,22.69463,21.86863,21.0894,20.35335,19.6572,18.99802,18.37312,17.78008,17.21669,16.68093,16.17096,15.68509,15.22178,14.77961,14.35726,13.95353,13.56731,13.19756,12.84334,12.50377,12.17802,11.86533,11.56499,11.27635,10.99878,10.73172,10.47463,10.227,9.98836,9.758276,9.536331,9.322137,9.11533,8.915564,8.722518,8.535887,8.355383
179.9414,179.9095,179.8679,179.8146,179.7476,179.6641,179.5607,179.4331,179.2758,179.0815,178.8404,178.5388,178.1575,177.6684,177.3778,177.3714,177.0282,176.1673,174.9661,173.2012,172.112,172.0791,170.4031,165.4061,154.4821,121.775,94.4695,93.4336,57.7287,30.5414,21.0314,16.5088,15.3866,15.342,13.9202,12.2655,11.13,10.3119,10.0872,10.0753,9.7018,9.2352,8.8719,8.5854,8.3573,8.1749,8.0289,7.9122,7.8197,7.7471,7.6913,7.6497,7.6203,7.6013,7.5915,7.5896,7.5946,7.6058,7.6225,7.644,7.67,7.6998,7.7332,7.7697,7.8092,7.8513,7.8959,7.9426,7.9914,8.0421,8.0945,8.1484,8.2039,8.2607,8.3188,8.3781,8.4384,8.4998,8.5622,8.6254,8.6895,8.7544,8.82,8.8863,8.9532,9.0208,9.089,9.1577,9.2269,9.2966,9.3668,9.4374,9.5084,9.5798,9.6516,9.7237,9.7962,9.869,9.942,10.0154,10.0891,10.163,10.2371,10.3115,10.3861,10.4609
